kdrama_name,episodes,start_airing,end_airing,duration,score,scored_by,ranked,popularity,content_rating,watchers
Replay: The Moment,10,2021-01-26,2021-02-26,14.0,7.4,2242.0,6279,2454,15+ - Teens 15 or older,5150
Reply 1988,20,2015-11-06,2016-01-16,95.0,9.1,42044.0,32,42,15+ - Teens 15 or older,96335
Reply 1994,21,2013-10-18,2013-12-28,77.0,8.1,16049.0,1852,229,13+ - Teens 13 or older,41829
Reply 1997,16,2012-07-24,2012-09-18,60.0,8.5,36823.0,544,85,15+ - Teens 15 or older,75577
Reset,10,2014-08-24,2014-10-26,60.0,7.3,1138.0,7182,2820,15+ - Teens 15 or older,4374
Resurrection,24,2005-06-01,2005-08-18,70.0,7.7,464.0,4342,5507,13+ - Teens 13 or older,1646
Return,34,2018-01-17,2018-03-22,35.0,7.8,1394.0,3330,2801,15+ - Teens 15 or older,4397
Reunited Worlds,40,2017-07-19,2017-09-21,35.0,7.5,4627.0,5472,1046,15+ - Teens 15 or older,13385
Revenant,12,2023-06-23,2023-07-29,70.0,8.7,7301.0,244,614,15+ - Teens 15 or older,21344
Revenge of Others,12,2022-11-09,2022-12-14,62.0,8.5,15169.0,459,334,18+ Restricted (violence & profanity),33413
Reverse,8,2018-04-04,2018-05-23,7.0,7.6,329.0,4535,8084,Not Yet Rated,879
Revolutionary Love,16,2017-10-14,2017-12-03,70.0,7.4,9583.0,6285,536,15+ - Teens 15 or older,23503
Revolutionary Sisters,50,2021-03-13,2021-09-18,70.0,7.4,599.0,6272,3542,15+ - Teens 15 or older,3214
Rich Man,16,2018-05-09,2018-06-28,65.0,7.3,10400.0,7111,570,15+ - Teens 15 or older,22630
Righteous Love,20,2014-12-01,2015-02-03,60.0,7.2,1701.0,7839,2202,15+ - Teens 15 or older,5839
Risky Romance,32,2018-07-23,2018-09-17,35.0,7.5,1833.0,5426,2289,15+ - Teens 15 or older,5568
River Where the Moon Rises,20,2021-02-15,2021-04-20,65.0,7.9,4565.0,2934,797,15+ - Teens 15 or older,17248
Robber,16,2008-01-02,2008-02-28,70.0,7.2,573.0,7574,5923,13+ - Teens 13 or older,1469
Romance,24,1998-08-05,1998-10-25,,7.5,2.0,99999,99999,Not Yet Rated,50
Romance Is a Bonus Book,16,2019-01-26,2019-03-17,62.0,8.2,48187.0,1523,37,15+ - Teens 15 or older,98769
Romance Town,20,2011-05-11,2011-07-14,68.0,6.3,2306.0,9343,2714,15+ - Teens 15 or older,4581
Romance Zero,24,1998-08-05,1998-10-25,,7.5,2.0,99999,99999,Not Yet Rated,50
Rooftop Prince,20,2012-03-21,2012-05-24,65.0,8.1,29566.0,1540,136,15+ - Teens 15 or older,57087
Rookie Historian Goo Hae-ryung,40,2019-07-17,2019-09-26,35.0,8.2,20337.0,1227,194,15+ - Teens 15 or older,46318
Rookie Cops,16,2022-01-26,2022-03-16,60.0,8.3,9705.0,983,503,15+ - Teens 15 or older,24527
Room No. 9,16,2018-10-06,2018-11-25,65.0,7.8,1376.0,3442,2052,15+ - Teens 15 or older,6400
Rose Mansion,12,2022-05-13,2022-05-27,45.0,7.7,735.0,4193,3272,18+ Restricted (violence & profanity),3590
Rosy Lovers,52,2014-10-18,2015-04-12,64.0,7.3,824.0,7229,3800,15+ - Teens 15 or older,2912
Royal Secret Agent,16,2021-11-08,2021-12-28,60.0,7.8,5404.0,3139,817,15+ - Teens 15 or older,16781
Royal Story: Jang Hui-bin,100,2002-11-06,2003-10-23,65.0,7.5,22.0,76634,16564,Not Yet Rated,215
Ruby Ring,93,2013-08-19,2014-01-03,40.0,7.2,187.0,81257,9396,15+ - Teens 15 or older,663
Ruby Ruby Love,93,2013-08-19,2014-01-03,40.0,7.2,187.0,81257,9396,15+ - Teens 15 or older,663
Rugal,16,2020-03-28,2020-05-17,65.0,7.5,6437.0,5671,784,15+ - Teens 15 or older,17482
Ruler of Your Own World,20,2002-07-03,2002-09-05,65.0,7.6,168.0,73984,8365,13+ - Teens 13 or older,827
Running Mate,9,,,,,,99999,99999,Not Yet Rated,163
Run On,16,2020-12-16,2021-02-04,70.0,8.2,41123.0,1169,70,15+ - Teens 15 or older,80748
"Run, Jang-mi",123,2014-12-15,2015-06-05,40.0,7.3,53.0,79434,9504,Not Yet Rated,651
Rustic Period,124,2002-07-29,2003-09-30,60.0,7.9,23.0,70264,99999,Not Yet Rated,146
Sad Love Story,20,2005-01-05,2005-03-17,60.0,7.9,1696.0,2874,3232,15+ - Teens 15 or older,3647
"Saimdang, Memoir of Colors",28,2017-01-26,2017-05-04,60.0,7.8,1903.0,3144,2010,15+ - Teens 15 or older,6557
Salamander Guru and The Shadows,10,2012-01-27,2012-03-30,62.0,6.9,1201.0,8700,3101,G - All Ages,3853
Salut D'Amour,23,1994-11-01,1996-04-25,50.0,8.0,1.0,99999,99999,Not Yet Rated,42
Sandglass,24,1995-01-09,1995-02-16,51.0,7.9,238.0,2632,5911,Not Yet Rated,1475
Sang Doo! Let's Go to School,18,2015-04-06,2015-06-02,65.0,7.9,4665.0,2718,1309,15+ - Teens 15 or older,10576
Sassy Girl Chun-hyang,32,2017-05-29,2017-07-18,30.0,7.7,8137.0,4150,603,G - All Ages,21585
Save Me,16,2017-08-05,2017-09-24,60.0,8.5,23390.0,487,117,15+ - Teens 15 or older,62328
Save Me 2,16,2019-05-08,2019-06-27,65.0,8.0,1233.0,2175,2355,15+ - Teens 15 or older,5389
Save the Family,123,2015-05-11,2015-10-30,35.0,7.2,254.0,7703,8223,Not Yet Rated,852
Save the Last Dance for Me,20,2004-10-23,2005-01-02,65.0,7.7,2289.0,3714,2328,15+ - Teens 15 or older,5481
Say It with Your Eyes,54,2000-03-19,2001-03-25,,8.0,5.0,69396,99999,Not Yet Rated,53
Scent of a Woman,16,2011-07-23,2011-09-11,65.0,8.0,9940.0,2017,642,Not Yet Rated,20527
School 2013,16,2012-12-03,2013-01-28,65.0,8.2,23398.0,1325,174,15+ - Teens 15 or older,49481
School 2017,16,2017-07-17,2017-09-05,60.0,8.2,30714.0,1524,109,15+ - Teens 15 or older,65340
School 2021,16,2021-11-24,2022-01-13,63.0,7.9,6299.0,2532,630,15+ - Teens 15 or older,20790
Who Are You: School 2015,16,2015-04-27,2015-06-16,60.0,8.2,40872.0,1299,75,15+ - Teens 15 or older,78854
Schoolgirl Detectives,14,2014-12-16,2015-03-18,70.0,7.6,1849.0,4968,2096,15+ - Teens 15 or older,6210
Search,10,2020-10-17,2020-11-15,60.0,8.2,6485.0,1522,796,15+ - Teens 15 or older,17254
Search: WWW,16,2019-06-05,2019-07-25,70.0,8.3,24190.0,843,125,15+ - Teens 15 or older,60051
Second 20s,16,2015-08-28,2015-10-17,62.0,8.0,9104.0,2031,658,15+ - Teens 15 or older,20161
Second to Last Love,20,2016-07-30,2016-10-16,65.0,7.4,1436.0,6123,2641,15+ - Teens 15 or older,4761
Secret,16,2013-09-25,2013-11-14,62.0,8.4,17395.0,796,307,15+ - Teens 15 or older,34952
Secret Affair,16,2014-03-17,2014-05-13,60.0,7.7,5444.0,3800,887,15+ - Teens 15 or older,15785
Secret Boutique,32,2019-09-18,2019-11-28,30.0,7.5,778.0,5975,3356,15+ - Teens 15 or older,3469
Secret Door,24,2014-09-22,2014-12-09,60.0,7.7,837.0,4073,2940,15+ - Teens 15 or older,4130
Secret Healer,20,2016-05-13,2016-07-16,65.0,7.6,7788.0,4538,646,15+ - Teens 15 or older,20492
Secret Love,10,2014-06-13,2014-07-11,45.0,7.5,2034.0,5869,1890,15+ - Teens 15 or older,7029
Secret Mother,32,2018-05-12,2018-07-07,30.0,8.0,793.0,2343,3594,15+ - Teens 15 or older,3154
Secret Queen Makers,0,,,,,,99999,99999,Not Yet Rated,0
Secret Royal Inspector & Joy,16,2021-11-08,2021-12-28,60.0,7.8,5404.0,3139,817,15+ - Teens 15 or older,16781
Secrets and Lies,122,2018-06-25,2019-01-11,35.0,6.7,84.0,87333,10192,15+ - Teens 15 or older,574
Secrets of Women,104,2016-06-27,2016-11-25,35.0,7.2,158.0,80625,8898,Not Yet Rated,736
See You in My 19th Life,12,2023-06-17,2023-07-23,70.0,8.4,20208.0,618,223,15+ - Teens 15 or older,42748
Sell Your Haunted House,16,2021-04-14,2021-06-09,70.0,8.4,11356.0,795,469,15+ - Teens 15 or older,25627
Semantic Error,8,2022-02-16,2022-03-10,25.0,8.2,37568.0,1284,144,13+ - Teens 13 or older,55412
Seoul 1945,71,2006-01-07,2006-09-10,50.0,7.8,50.0,71988,12856,Not Yet Rated,363
"Seoyoung, My Daughter",50,2012-09-15,2013-03-03,65.0,8.0,1921.0,2325,2514,15+ - Teens 15 or older,5020
Sharp,50,2005-03-06,2006-02-26,45.0,7.5,25.0,76672,99999,13+ - Teens 13 or older,195
She Knows Everything,4,2020-07-08,2020-07-16,70.0,7.2,796.0,7540,4573,15+ - Teens 15 or older,2192
She Was Pretty,16,2015-09-16,2015-11-11,60.0,8.0,52885.0,1983,32,15+ - Teens 15 or older,102276
She Would Never Know,16,2021-01-18,2021-03-09,65.0,8.0,16335.0,2206,261,15+ - Teens 15 or older,39377
Shine or Go Crazy,24,2015-01-19,2015-04-07,65.0,7.7,3003.0,4163,1693,15+ - Teens 15 or older,8012
Shining Romance,122,2013-12-23,2014-06-20,40.0,7.6,30.0,74818,12436,15+ - Teens 15 or older,388
Shooting Stars,16,2022-04-22,2022-06-11,60.0,8.3,29403.0,845,129,15+ - Teens 15 or older,58300
Shopping King Louie,16,2016-09-21,2016-11-10,60.0,8.1,27227.0,1610,135,15+ - Teens 15 or older,57266
Short,4,2018-02-12,2018-02-20,50.0,7.8,1032.0,3660,3680,15+ - Teens 15 or older,3052
Should We Kiss First?,40,2018-02-20,2018-04-24,35.0,7.9,844.0,2843,3440,15+ - Teens 15 or older,3360
Show Window: The Queen's House,16,2021-11-29,2022-01-18,65.0,7.6,747.0,4728,3602,15+ - Teens 15 or older,3144
Sign,16,2016-01-22,2016-03-12,75.0,8.9,31639.0,78,86,15+ - Teens 15 or older,75552
Signal,16,2016-01-22,2016-03-12,75.0,8.9,31639.0,78,86,15+ - Teens 15 or older,75552
Sin Don,61,2005-09-24,2006-05-07,65.0,8.0,49.0,69603,13061,15+ - Teens 15 or older,352
Single Dad in Love,16,2008-02-18,2008-04-08,,6.8,382.0,8764,7737,Not Yet Rated,949
Sisters of the Sea,155,2005-08-01,2006-01-27,45.0,7.6,5.0,74289,99999,Not Yet Rated,61
Sisyphus: The Myth,16,2021-02-17,2021-04-08,70.0,7.8,13237.0,3606,359,15+ - Teens 15 or older,31534
Six Flying Dragons,50,2015-10-05,2016-03-22,60.0,8.7,6213.0,209,547,15+ - Teens 15 or older,23344
Sketch,16,2018-05-25,2018-07-14,80.0,7.7,2332.0,3870,1801,15+ - Teens 15 or older,7443
Sky Castle,20,2018-11-23,2019-02-01,75.0,8.8,27733.0,147,108,15+ - Teens 15 or older,65362
Smile Again,16,2006-05-17,2006-07-06,60.0,7.0,479.0,8401,6587,Not Yet Rated,1237
"Smile, Mom",50,2010-11-06,2011-04-24,70.0,7.1,52.0,83159,16120,Not Yet Rated,228
Snow Flower,16,2006-11-20,2007-01-09,70.0,6.7,140.0,87490,9657,13+ - Teens 13 or older,631
Snowdrop,16,2021-12-18,2022-01-30,90.0,8.4,20917.0,689,143,15+ - Teens 15 or older,55944
So I Married the Anti-fan,16,2021-04-30,2021-06-19,62.0,8.0,22988.0,2330,188,15+ - Teens 15 or older,48244
So Not Worth It,12,,,35.0,7.8,10367.0,3285,628,15+ - Teens 15 or older,20888
Solomon's Perjury,12,2016-12-16,2017-01-28,60.0,8.2,5098.0,1362,966,15+ - Teens 15 or older,14617
Somebody,8,,,55.0,6.9,6625.0,8565,858,18+ Restricted (violence & profanity),16017
Someday,5,2013-11-11,2013-11-13,16.0,7.3,27.0,80200,10948,Not Yet Rated,501
Something About 1%,16,2016-10-05,2016-11-24,40.0,8.2,23160.0,1391,214,15+ - Teens 15 or older,44079
Something Happened in Bali,0,,,,,,99999,99999,Not Yet Rated,147
Something in the Rain,16,2018-03-30,2018-05-19,75.0,8.0,29355.0,2381,104,15+ - Teens 15 or older,67560
Song of the Bandits,9,,,58.0,8.2,1075.0,1244,2081,18+ Restricted (violence & profanity),6286
Songgot: The Piercer,12,2015-10-24,2015-11-29,65.0,7.8,578.0,3459,4090,15+ - Teens 15 or older,2607
Soul,32,2020-05-06,2020-06-25,35.0,7.8,2734.0,3462,1455,15+ - Teens 15 or older,9523
Soul Mechanic,32,2020-05-06,2020-06-25,35.0,7.8,2734.0,3462,1455,15+ - Teens 15 or older,9523
Soundtrack,0,,,,,,37462,7464,Not Yet Rated,1006
Special Affairs Team TEN,9,2011-11-18,2012-01-13,72.0,8.3,2683.0,1085,1775,Not Yet Rated,7550
Special Labor Inspector,32,2019-04-08,2019-05-28,35.0,8.2,1514.0,1484,2399,15+ - Teens 15 or older,5263
Splash Splash Love,51,2016-02-27,2016-08-21,70.0,7.3,388.0,6895,5003,15+ - Teens 15 or older,1901
Splendid Politics,50,2015-04-13,2015-09-29,60.0,7.6,862.0,5046,3191,15+ - Teens 15 or older,3711
Sponsor,12,2022-02-23,2022-04-06,56.0,6.4,319.0,9262,4089,15+ - Teens 15 or older,2608
Spotlight,16,2008-05-14,2008-07-03,70.0,7.0,204.0,83974,8254,Not Yet Rated,847
Spring Day,20,2005-01-08,2005-03-13,58.0,7.2,300.0,7770,7297,Not Yet Rated,1049
Spring Turns to Spring,32,2019-01-23,2019-03-21,35.0,8.0,1308.0,2284,2949,15+ - Teens 15 or older,4119
Spy,16,2015-01-09,2015-03-06,50.0,7.2,1605.0,7490,2212,Not Yet Rated,5816
Spy Myung-wol,18,2011-07-11,2011-09-06,70.0,7.2,5819.0,7694,1244,Not Yet Rated,11171
Squad 38,16,2016-06-17,2016-08-06,64.0,8.1,6848.0,1724,715,15+ - Teens 15 or older,18715
Squid Game,9,,,60.0,8.5,86903.0,562,24,18+ Restricted (violence & profanity),118413
Stained Glass,18,2004-12-01,2005-02-03,64.0,7.1,299.0,8119,8517,Not Yet Rated,800
Standby,113,2012-04-09,2012-10-05,23.0,7.4,144.0,77970,7063,Not Yet Rated,1109
Star in My Heart,16,1997-03-10,1997-04-29,45.0,7.6,393.0,5118,7057,Not Yet Rated,1110
Stars Falling from the Sky,16,2018-10-03,2018-11-22,64.0,8.3,20139.0,1120,134,15+ - Teens 15 or older,57372
Start-Up,3,2021-04-16,2021-04-30,15.0,7.2,4.0,81677,99999,15+ - Teens 15 or older,129
Star's Echo,2,,,50.0,7.0,197.0,8332,10302,13+ - Teens 13 or older,560
Star's Lover,21,2013-12-18,2014-02-27,58.0,8.5,76771.0,451,13,15+ - Teens 15 or older,143475
Steal Heart,50,2014-05-19,2014-11-11,60.0,7.7,452.0,4076,4466,15+ - Teens 15 or older,2290
Stealer: The Treasure Keeper,12,2023-04-12,2023-05-18,60.0,7.8,1708.0,3628,2004,15+ - Teens 15 or older,6576
Still 17,32,2018-07-23,2018-09-18,35.0,8.5,32944.0,565,105,15+ - Teens 15 or older,67487
Still You,5,2020-12-09,2021-01-06,10.0,,,99999,99999,Not Yet Rated,14
Stranger,16,2017-06-10,2017-07-30,70.0,8.8,21623.0,133,155,15+ - Teens 15 or older,53142
Strangers Again,12,2023-01-18,2023-02-23,70.0,7.3,3583.0,7248,1158,15+ - Teens 15 or older,12110
Strong Girl Bong-soon,16,2017-02-24,2017-04-15,67.0,8.7,112660.0,242,2,15+ - Teens 15 or older,196902
Strong Woman Gang Nam-soon,16,,,70.0,,,37329,1431,15+ - Teens 15 or older,9723
Strongest Chil Woo,16,2017-08-04,2017-09-23,52.0,7.8,11299.0,3113,445,15+ - Teens 15 or older,26490
Strongest Deliveryman,16,2017-08-04,2017-09-23,52.0,7.8,11299.0,3113,445,15+ - Teens 15 or older,26490
Successful Story of a Bright Girl,50,2013-03-09,2013-08-25,67.0,7.4,6204.0,6120,962,Not Yet Rated,14669
Suits,16,2018-04-25,2018-06-14,60.0,8.1,6812.0,1716,590,15+ - Teens 15 or older,21939
Summer Strike,12,2022-11-21,2022-12-26,50.0,8.3,12194.0,831,458,15+ - Teens 15 or older,26033
Sungkyunkwan Scandal,3,,,9.0,8.5,2.0,99999,99999,Not Yet Rated,61
Sunlight Pours Down,16,2004-02-11,2004-04-01,63.0,7.2,24.0,82024,15372,Not Yet Rated,250
Sunny Again Tomorrow,121,2018-05-07,2018-11-02,35.0,7.7,795.0,4277,4192,15+ - Teens 15 or older,2523
Super Daddy Yeol,16,2015-03-13,2015-05-02,65.0,7.6,2038.0,5008,2391,Not Yet Rated,5285
Super Rookie,16,2006-09-06,2006-11-02,65.0,7.1,217.0,7917,9591,15+ - Teens 15 or older,639
Surgeon Bong Dal-hee,18,2007-01-17,2007-03-15,70.0,7.6,456.0,4727,7259,Not Yet Rated,1057
Suspicious Partner,40,2017-05-10,2017-07-13,30.0,8.3,56072.0,1071,26,15+ - Teens 15 or older,113671
Sweden Laundry,16,2014-11-21,2015-03-06,60.0,7.0,1837.0,8472,2521,Not Yet Rated,5014
Sweet 18,16,2016-10-24,2016-12-13,60.0,7.4,7389.0,6480,662,15+ - Teens 15 or older,20019
Sweet Buns,26,2004-07-04,2005-01-16,65.0,7.2,48.0,81893,14363,Not Yet Rated,291
Sweet Enemy,124,2017-06-12,2017-12-01,35.0,7.0,193.0,8316,8329,15+ - Teens 15 or older,834
Sweet Home,10,,,52.0,8.7,49192.0,230,57,18+ Restricted (violence & profanity),86179
"Sweet Home, Sweet Honey",129,2015-11-02,2016-04-29,35.0,6.9,286.0,8598,7038,Not Yet Rated,1117
Sweet Munchies,12,2020-05-25,2020-06-30,65.0,6.9,1868.0,8688,2135,15+ - Teens 15 or older,6073
Sweet Revenge,22,2017-10-27,2018-01-05,15.0,7.9,11940.0,3002,510,13+ - Teens 13 or older,24262
Sweet Revenge 2,32,2018-08-13,2018-10-09,31.0,7.8,6592.0,3388,1080,15+ - Teens 15 or older,12974
Sweet Spy,20,2005-11-07,2006-01-10,60.0,7.2,670.0,7656,5831,Not Yet Rated,1509
Sweet Stranger and Me,16,2016-10-24,2016-12-13,60.0,7.4,7389.0,6480,662,15+ - Teens 15 or older,20019
"Sweet, Savage Family",16,2015-11-18,2016-01-14,63.0,7.3,516.0,7244,4283,15+ - Teens 15 or older,2457
Switch,32,2018-03-28,2018-05-17,35.0,7.8,2916.0,3370,1599,15+ - Teens 15 or older,8574
Syndrome,20,2012-02-13,2012-04-17,65.0,7.2,302.0,7437,6600,15+ - Teens 15 or older,1233
Taejo Wang Geon,200,2000-04-01,2002-02-24,60.0,7.5,64.0,75939,13872,15+ - Teens 15 or older,312
"Take Care of Us, Captain",20,2012-01-04,2012-03-08,70.0,7.0,1334.0,8365,3672,13+ - Teens 13 or older,3059
Tale of Fairy,16,2018-11-05,2018-12-25,63.0,6.8,3351.0,8915,1329,15+ - Teens 15 or older,10363
Tale of the Nine Tailed,16,2020-10-07,2020-12-03,70.0,8.4,40745.0,814,53,15+ - Teens 15 or older,89186
Tale of the Nine Tailed 1938,12,2023-05-06,2023-06-11,70.0,8.8,8182.0,107,478,15+ - Teens 15 or older,25325
Tasty Life,39,2012-04-28,2012-09-23,64.0,7.0,95.0,83700,11746,Not Yet Rated,437
Taxi Driver,16,2021-04-09,2021-05-29,65.0,8.8,24621.0,153,147,18+ Restricted (violence & profanity),54201
Tazza,21,2008-09-16,2008-11-25,75.0,7.4,552.0,6081,4628,15+ - Teens 15 or older,2149
Team Bulldog: Off-Duty Investigation,12,2020-05-23,2020-06-28,70.0,8.3,2869.0,920,1716,15+ - Teens 15 or older,7899
Tears of Heaven,25,2014-10-11,2015-01-03,50.0,7.2,65.0,80642,8477,Not Yet Rated,806
Tears of the Dragon,159,1996-11-24,1998-05-31,,9.0,3.0,99999,99999,Not Yet Rated,136
Tell Me What You Saw,16,2020-02-01,2020-03-22,60.0,8.2,6315.0,1305,893,15+ - Teens 15 or older,15689
Temperature of Love,40,2017-09-18,2017-11-21,30.0,7.5,8693.0,5627,477,15+ - Teens 15 or older,25346
Temptation,20,2014-07-14,2014-09-16,60.0,7.1,1472.0,8138,3121,15+ - Teens 15 or older,3821
Temptation of Wife,129,2008-11-03,2009-05-01,35.0,7.6,1259.0,4610,3715,15+ - Teens 15 or older,2997
Tempted,32,2018-03-12,2018-05-01,35.0,7.6,30277.0,4987,107,15+ - Teens 15 or older,67287
Terroir,20,2008-12-01,2009-02-17,68.0,7.1,151.0,83401,12762,Not Yet Rated,368
Thank You,16,2007-03-21,2007-05-10,61.0,8.2,2604.0,1527,2169,13+ - Teens 13 or older,5949
"That Winter, the Wind Blows",16,2013-02-13,2013-04-04,65.0,7.9,17472.0,2403,291,15+ - Teens 15 or older,36628
The 101st Proposal,8,,,55.0,9.0,34889.0,48,169,18+ Restricted (violence & profanity),50411
The Accidental Couple,12,2021-03-21,2021-06-06,60.0,7.6,112.0,73944,6967,15+ - Teens 15 or older,1134
The All-Round Wife,122,2021-10-04,2022-04-08,35.0,6.9,112.0,85437,10007,15+ - Teens 15 or older,594
The Banker,32,2019-03-27,2019-05-16,35.0,7.6,227.0,4993,7413,15+ - Teens 15 or older,1018
The Beauty Inside,16,2018-10-01,2018-11-20,70.0,8.3,33676.0,910,89,15+ - Teens 15 or older,74868
The Birth of a Family,115,2012-12-05,2013-05-17,40.0,7.5,56.0,76117,11668,Not Yet Rated,442
The Blade and Petal,20,2013-07-03,2013-09-05,64.0,6.8,722.0,8912,3580,Not Yet Rated,3170
The Bride of Habaek,16,2017-07-03,2017-08-22,70.0,7.4,38914.0,6490,61,15+ - Teens 15 or older,83862
The Chaser,16,2012-05-28,2012-07-17,65.0,7.7,474.0,3690,4291,Not Yet Rated,2452
The Clinic for Married Couples: Love and War,479,1999-10-22,2009-04-17,60.0,9.7,4.0,99999,99999,18+ Restricted (violence & profanity),63
The Cursed,12,2020-02-10,2020-03-17,63.0,7.8,2496.0,3051,1783,15+ - Teens 15 or older,7511
The Crowned Clown,16,2019-01-07,2019-03-04,80.0,8.4,10190.0,736,419,15+ - Teens 15 or older,27941
The Dawn of the Empire,94,2002-03-02,2003-01-26,,7.3,4.0,78964,99999,Not Yet Rated,76
The Day of the Kidnapping,12,2023-09-13,2023-10-19,59.0,8.3,337.0,992,3186,15+ - Teens 15 or older,3716
The Devil Judge,16,2021-07-03,2021-08-22,75.0,8.7,20019.0,185,165,15+ - Teens 15 or older,51895
The Doctors,20,2016-06-20,2016-08-23,60.0,7.9,33377.0,2910,94,15+ - Teens 15 or older,71663
The Duo,12,2022-11-12,2022-12-30,60.0,8.7,6484.0,268,857,18+ Restricted (violence & profanity),16020
The Eldest,54,2013-09-14,2014-03-16,70.0,7.4,61.0,78271,11421,15+ - Teens 15 or older,461
The Emperor: Owner of the Mask,40,2017-05-10,2017-07-13,30.0,7.9,7865.0,2523,615,15+ - Teens 15 or older,21310
The Empire,16,2022-09-24,2022-11-13,60.0,7.2,290.0,7591,5813,15+ - Teens 15 or older,1518
The End of the World,12,2013-03-16,2013-05-05,70.0,7.4,127.0,78556,8780,15+ - Teens 15 or older,757
The Escape of the Seven,17,2023-09-15,2023-11-10,89.0,7.9,388.0,2531,2082,15+ - Teens 15 or older,6284
The Fabulous,8,,,54.0,7.6,9521.0,4691,608,15+ - Teens 15 or older,21497
The Family is Coming,20,2015-01-03,2015-03-15,60.0,7.0,525.0,8224,4421,15+ - Teens 15 or older,2328
The Fiery Priest,40,2019-02-15,2019-04-20,35.0,8.6,11196.0,322,404,15+ - Teens 15 or older,28557
The First Responders,12,2022-11-12,2022-12-30,60.0,8.7,6484.0,268,857,18+ Restricted (violence & profanity),16020
The Forbidden Marriage,12,2022-12-09,2023-01-21,70.0,8.3,8160.0,871,689,15+ - Teens 15 or older,19365
The Fugitive of Joseon,20,2013-04-24,2013-06-27,65.0,7.5,894.0,5749,3446,15+ - Teens 15 or older,3351
The Fugitive: Plan B,16,2016-09-23,2016-11-12,60.0,8.2,48095.0,1510,36,15+ - Teens 15 or older,99344
The Game: Towards Zero,32,2020-01-22,2020-03-12,30.0,7.8,4376.0,3324,975,15+ - Teens 15 or older,14493
The Gentlemen of Wolgyesu Tailor Shop,54,2016-08-27,2017-02-26,65.0,7.9,1386.0,2689,3040,Not Yet Rated,3957
The Ghost Detective,32,2018-09-05,2018-10-31,35.0,7.7,3772.0,3793,1145,15+ - Teens 15 or older,12281
The Glory,8,,,50.0,8.9,45679.0,77,96,18+ Restricted (violence & profanity),70671
The Golden Garden,16,2022-09-23,2022-11-12,80.0,8.0,5885.0,2050,659,15+ - Teens 15 or older,20149
The Golden Spoon,16,2022-09-23,2022-11-12,80.0,8.0,5885.0,2050,659,15+ - Teens 15 or older,20149
The Good Bad Mother,14,2023-04-26,2023-06-08,70.0,8.9,17283.0,83,314,15+ - Teens 15 or older,34462
The Good Detective,16,2020-07-06,2020-08-25,70.0,8.3,6590.0,826,849,15+ - Teens 15 or older,16137
The Good Wife,16,2016-07-08,2016-08-27,60.0,8.1,1954.0,1920,1910,15+ - Teens 15 or older,6955
"The Great King, Sejong",86,2008-01-05,2008-11-16,50.0,7.8,214.0,3340,5774,Not Yet Rated,1535
The Great Merchant,30,2010-03-06,2010-06-13,55.0,7.5,242.0,5733,8615,15+ - Teens 15 or older,783
The Great Seer,35,2012-10-10,2013-02-07,65.0,7.3,779.0,7312,4143,15+ - Teens 15 or older,2564
The Great Shaman Ga Doo-shim,0,,,,,,37173,5809,Not Yet Rated,1520
The Great Show,16,2019-08-26,2019-10-15,66.0,7.8,2435.0,3502,1957,15+ - Teens 15 or older,6761
The Greatest Love,16,2011-05-04,2011-06-23,65.0,8.1,14862.0,1836,397,Not Yet Rated,29174
The Greatest Marriage,16,2014-09-27,2014-12-27,60.0,7.1,3053.0,8118,1785,Not Yet Rated,7509
The Guardians,32,2017-05-22,2017-07-11,35.0,8.3,8354.0,1086,545,15+ - Teens 15 or older,23385
The Guest,16,2018-09-12,2018-11-01,67.0,8.7,12977.0,221,319,18+ Restricted (violence & profanity),34217
The Heirs,20,2013-10-09,2013-12-12,60.0,7.6,78428.0,5099,12,15+ - Teens 15 or older,146931
The Heavenly Idol,12,2023-02-15,2023-03-23,70.0,7.6,8499.0,4618,426,15+ - Teens 15 or older,27441
The Hymn of Death,6,2018-11-27,2018-12-04,35.0,8.3,15832.0,967,303,15+ - Teens 15 or older,35239
The Idle Mermaid,10,2014-08-07,2014-10-09,50.0,7.2,10884.0,7404,556,Not Yet Rated,23192
The Idolmaster KR,24,2017-04-28,2017-10-06,45.0,7.5,484.0,5531,5142,15+ - Teens 15 or older,1816
The Innocent Man,20,2012-09-12,2012-11-15,62.0,8.1,24150.0,1937,180,15+ - Teens 15 or older,48847
The Interest of Love,16,2022-12-21,2023-02-09,70.0,6.9,4721.0,8610,1028,Not Yet Rated,13639
The Jingbirok: A Memoir of Imjin War,50,2015-02-14,2015-08-02,50.0,7.5,66.0,76629,10489,15+ - Teens 15 or older,542
The K2,16,2016-09-23,2016-11-12,60.0,8.2,48095.0,1510,36,15+ - Teens 15 or older,99344
The Killer's Shopping List,8,2022-04-27,2022-05-19,65.0,8.1,3505.0,1810,1390,15+ - Teens 15 or older,9942
The Killing Vote,12,2023-08-10,2023-11-02,60.0,8.3,1135.0,820,1250,15+ - Teens 15 or older,11119
The King 2 Hearts,20,2012-03-21,2012-05-24,65.0,8.2,19388.0,1259,233,15+ - Teens 15 or older,41531
The King and I,63,2007-08-27,2008-04-01,70.0,7.4,278.0,6061,6242,Not Yet Rated,1350
The King and the Queen,186,1998-06-06,2000-03-25,,6.6,5.0,88134,99999,Not Yet Rated,78
